price,rating,Dual_Sim,4G,5G,Vo5G,NFC,IR_Blaster,Processor_Brand,Processor_Series,Core_Count,Clock_Speed_GHz,Performance_Tier,RAM Size GB,Storage Size GB,RAM Tier,battery_capacity,fast_charging_power,Screen_Size,Resolution_Width,Resolution_Height,Refresh_Rate,Notch_Type,primary_rear_camera_mp,num_rear_cameras,primary_front_camera_mp,num_front_cameras,memory_card_support,memory_card_size,os_name,os_version,brand
non-expensive,68.0,Yes,Yes,Yes,No,No,No,Snapdragon,480,8.0,2.2,Budget,4.0,128.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,1.0,5.0,1.0,Yes,1 TB,Android,v11,Honor
non-expensive,80.0,Yes,Yes,No,No,Yes,No,Exynos,9611,8.0,2.3,Unknown,4.0,128.0,Mid-Range,4000.0,15,6.4,1080.0,2340.0,60.0,Water Drop Notch,48.0,3.0,32.0,1.0,Yes,512 GB,Android,v9.0,Samsung
expensive,75.0,Yes,Yes,Yes,Yes,Yes,No,Bionic,16,6.0,2.4,Flagship,8.0,128.0,High-End,4532.0,0,6.71,1284.0,2778.0,120.0,Small Notch,12.0,2.0,12.0,1.0,No,1 TB,iOS,v16,Apple
expensive,74.0,Yes,Yes,Yes,No,Yes,No,Bionic,14,6.0,3.1,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Apple
non-expensive,68.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.53,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,512 GB,Android,v10,POCO
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.84,Unknown,8.0,256.0,High-End,4500.0,33,7.1,1792.0,1920.0,120.0,Punch Hole,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v11,Oppo
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Dimensity,810,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,33,6.6,1080.0,2408.0,90.0,Punch Hole,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Realme
non-expensive,81.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Mid-Range,6.0,128.0,Mid-Range,5000.0,33,6.5,1080.0,2400.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,No,1 TB,Android,v12,Motorola
non-expensive,81.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,778,8.0,2.4,High-End,6.0,128.0,Mid-Range,5000.0,67,6.67,1080.0,2400.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,No,1 TB,Android,v13,Redmi
non-expensive,85.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,888,8.0,2.84,Flagship,8.0,128.0,High-End,4520.0,33,6.67,1080.0,2400.0,120.0,Punch Hole,108.0,3.0,20.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,75.0,Yes,Yes,No,No,No,No,Unisoc,606,8.0,1.6,Unknown,6.0,128.0,Mid-Range,5050.0,18,6.5,720.0,1600.0,90.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,512 GB,Android,v11,Nokia
expensive,88.0,Yes,Yes,Yes,No,Yes,No,Exynos,2100,8.0,2.9,Flagship,8.0,128.0,High-End,4800.0,25,6.7,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,10.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,69.0,Yes,Yes,No,No,No,No,Other,610,8.0,1.8,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.5,1600.0,720.0,60.0,Water Drop Notch,50.0,3.0,8.0,1.0,Yes,256 GB,Android,v11,Realme
expensive,88.0,Yes,Yes,Yes,Yes,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,128.0,High-End,3900.0,25,6.1,1080.0,2340.0,120.0,Punch Hole,50.0,3.0,12.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Mid-Range,6.0,128.0,Mid-Range,5000.0,30,6.6,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,75.0,Yes,Yes,No,No,Yes,No,Snapdragon,680,8.0,2.4,Mid-Range,4.0,64.0,Mid-Range,5000.0,33,6.6,2460.0,1080.0,90.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Motorola
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,22,4.0,2.4,Unknown,2.0,32.0,Budget,5000.0,10,6.52,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,512 GB,Android,v12,Poco
non-expensive,68.0,Yes,Yes,No,No,No,No,Unisoc,610,8.0,1.8,Unknown,6.0,64.0,Mid-Range,5000.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,256 GB,Android,v11,Micromax
expensive,76.0,Yes,Yes,Yes,No,Yes,No,Exynos,1380,8.0,2.4,High-End,6.0,128.0,Mid-Range,5000.0,25,6.4,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v13,Samsung
non-expensive,60.0,Yes,Yes,No,No,No,No,Other,610,4.0,1.8,Unknown,6.0,64.0,Mid-Range,4000.0,10,6.5,720.0,1560.0,60.0,Small Notch,8.0,1.0,5.0,1.0,Yes,1 TB,Android,v12,Letv
non-expensive,85.0,Yes,Yes,Yes,No,Yes,Yes,Dimensity,8100,8.0,2.85,Unknown,8.0,256.0,High-End,5080.0,67,6.6,1080.0,2460.0,144.0,Punch Hole,64.0,3.0,16.0,1.0,No,1 TB,Android,v12,POCO
non-expensive,61.0,Yes,Yes,No,No,No,No,Other,2,8.0,2.2,Unknown,2.0,32.0,Budget,5000.0,0,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,256 GB,Android,v11,Tecno
non-expensive,85.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,778,8.0,2.5,High-End,8.0,128.0,High-End,4500.0,33,6.55,1080.0,2400.0,120.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v12,Nothing
non-expensive,77.0,Yes,Yes,No,No,No,No,Helio,88,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.7,2400.0,1080.0,60.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,512 GB,Android,v11,Infinix
non-expensive,87.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,695,8.0,2.2,Unknown,8.0,256.0,High-End,5000.0,66,6.67,1080.0,2400.0,120.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,1 TB,Android,v13,Oppo
non-expensive,79.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,19,6.58,1080.0,2408.0,60.0,Water Drop Notch,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,Vivo
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,12.0,256.0,Flagship,6000.0,65,6.78,1080.0,2448.0,165.0,No Notch,50.0,3.0,12.0,1.0,No,1 TB,Android,v12,Asus
non-expensive,80.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,120.0,Water Drop Notch,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,iQOO
non-expensive,77.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,480,8.0,2.2,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.8,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,13.0,1.0,Yes,512 GB,Android,v11,Motorola
expensive,60.0,Yes,Yes,Yes,No,Yes,No,Bionic,15,6.0,3.22,Unknown,6.0,64.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Apple
non-expensive,80.0,Yes,Yes,No,No,No,Yes,Snapdragon,720,8.0,2.3,High-End,6.0,64.0,Mid-Range,5020.0,33,6.67,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,512 GB,Android,v10.0,Xiaomi
non-expensive,79.0,Yes,Yes,Yes,No,No,Yes,Dimensity,700,8.0,2.2,Unknown,6.0,128.0,Mid-Range,5000.0,18,6.5,1080.0,2400.0,90.0,Punch Hole,48.0,3.0,8.0,1.0,Yes,1 TB,Android,v11,POCO
non-expensive,83.0,Yes,Yes,Yes,No,No,No,Snapdragon,765,8.0,2.4,Unknown,8.0,128.0,High-End,4300.0,65,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Oppo
non-expensive,61.0,Yes,Yes,No,No,No,No,Other,1,4.0,1.6,Unknown,4.0,32.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,20.0,1.0,13.0,1.0,Yes,128 GB,Android,v11.0,iKall
non-expensive,65.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,32.0,Budget,5000.0,0,6.53,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,512 GB,Android,v10,POCO
non-expensive,69.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,128.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,82.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Unknown,8.0,128.0,High-End,4500.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,512 GB,Android,v12,OPPO
non-expensive,75.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,480,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.49,1080.0,2400.0,90.0,Punch Hole,13.0,3.0,16.0,1.0,Yes,1 TB,Android,v11,OnePlus
non-expensive,79.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,4,8.0,2.4,Budget,6.0,128.0,Mid-Range,5000.0,33,6.67,1080.0,2400.0,120.0,Punch Hole,48.0,3.0,13.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,22,8.0,2.4,Unknown,2.0,32.0,Budget,4030.0,0,6.22,720.0,1520.0,60.0,Water Drop Notch,13.0,1.0,5.0,1.0,Yes,256 GB,Android,v8.1,Vivo
non-expensive,80.0,Yes,No,No,No,No,No,Other,4,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Nokia
non-expensive,83.0,Yes,Yes,Yes,No,No,No,Dimensity,800,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,30,6.5,1080.0,2400.0,120.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,256 GB,Android,v10,Realme Narzo
expensive,80.0,Yes,Yes,Yes,No,No,No,Snapdragon,870,8.0,3.2,Unknown,8.0,128.0,High-End,6000.0,44,6.51,1080.0,2408.0,144.0,Punch Hole,200.0,1.0,32.0,1.0,Yes,1 TB,Android,v11,Nokia
non-expensive,67.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.4,Unknown,4.0,128.0,Mid-Range,6000.0,15,6.51,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,No,1 TB,Android,v13,Vivo
non-expensive,71.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,128.0,Mid-Range,5000.0,0,6.35,720.0,1544.0,60.0,Water Drop Notch,13.0,3.0,16.0,1.0,Yes,256 GB,Android,v9.0,Vivo
non-expensive,81.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,690,8.0,2.4,Mid-Range,6.0,128.0,Mid-Range,4300.0,30,6.49,1080.0,2400.0,90.0,Punch Hole,64.0,1.0,16.0,1.0,Yes,512 GB,Android,v10,OnePlus
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Exynos,1200,8.0,2.4,Unknown,6.0,128.0,Mid-Range,6000.0,25,6.5,1080.0,2400.0,120.0,Punch Hole,64.0,1.0,32.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,83.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,870,8.0,3.2,Flagship,8.0,128.0,High-End,4400.0,66,6.62,1080.0,2400.0,120.0,Punch Hole,48.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,iQOO
expensive,80.0,Yes,Yes,No,No,Yes,Yes,Snapdragon,888,8.0,2.84,Flagship,8.0,256.0,High-End,4360.0,66,6.6,1288.0,2700.0,120.0,Punch Hole,50.0,1.0,13.0,1.0,Yes,256 GB,HarmonyOS,v2.0,Huawei
non-expensive,63.0,Yes,Yes,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,4.0,64.0,Mid-Range,5000.0,18,6.5,720.0,1560.0,60.0,Water Drop Notch,48.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,78.0,Yes,Yes,No,No,No,No,Snapdragon,845,8.0,2.8,Flagship,6.0,128.0,Mid-Range,4000.0,0,6.18,1080.0,2246.0,60.0,Large Notch,12.0,2.0,20.0,1.0,Yes,256 GB,Android,v8.1,Xiaomi
expensive,76.0,Yes,Yes,Yes,No,Yes,No,Dimensity,9200,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,120,6.57,1080.0,2400.0,120.0,Punch Hole,64.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OnePlus
expensive,80.0,Yes,Yes,Yes,No,Yes,Yes,Dimensity,9200,8.0,3.05,Unknown,8.0,256.0,High-End,4870.0,120,6.78,1260.0,2800.0,120.0,Punch Hole,3.0,3.0,32.0,1.0,No,1 TB,Android,v13,Vivo
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Dimensity,9000,8.0,3.05,Flagship,16.0,256.0,Flagship,5000.0,120,6.73,1080.0,2412.0,120.0,Punch Hole,50.0,2.0,32.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,69.0,Yes,Yes,No,No,No,No,Helio,37,8.0,2.3,Unknown,6.0,128.0,Mid-Range,5000.0,0,6.6,720.0,1600.0,90.0,Water Drop Notch,13.0,1.0,8.0,1.0,Yes,256 GB,Android,v12,Tecno
non-expensive,84.0,Yes,Yes,Yes,No,Yes,No,Dimensity,8200,8.0,3.1,Unknown,8.0,128.0,High-End,4200.0,120,6.43,1080.0,2400.0,90.0,Punch Hole,50.0,3.0,32.0,1.0,Yes,1 TB,Android,v12,OnePlus
non-expensive,84.0,Yes,Yes,Yes,No,No,No,Dimensity,810,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,33,6.7,1080.0,2400.0,60.0,Punch Hole,108.0,3.0,16.0,1.0,Yes,2 TB,Android,v12,Infinix
expensive,86.0,No,Yes,Yes,No,Yes,No,Exynos,9820,8.0,2.7,Unknown,8.0,256.0,High-End,4500.0,25,6.7,1440.0,3040.0,60.0,No Notch,16.0,3.0,10.0,1.0,Yes,512 GB,Android,v9.0,Samsung
non-expensive,80.0,Yes,No,No,No,No,No,Other,1,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,Namotel
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,1,4.0,1.4,Unknown,2.0,64.0,Budget,2800.0,0,5.0,720.0,1280.0,60.0,No Notch,5.0,1.0,2.0,1.0,Yes,128 GB,Android,v8.1,Jio
non-expensive,75.0,Yes,Yes,No,No,No,No,Exynos,850,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Punch Hole,48.0,1.0,13.0,1.0,Yes,512 GB,Android,v10,Samsung
non-expensive,81.0,Yes,Yes,Yes,No,No,No,Snapdragon,695,8.0,2.2,Mid-Range,6.0,128.0,Mid-Range,5000.0,33,6.59,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
non-expensive,80.0,Yes,Yes,No,No,Yes,No,Snapdragon,4,8.0,2.4,Budget,8.0,128.0,High-End,5000.0,33,6.5,1080.0,2400.0,120.0,No Notch,50.0,2.0,16.0,1.0,Yes,1 TB,Android,v13,Sony
non-expensive,65.0,Yes,Yes,No,No,No,No,Other,612,8.0,1.82,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,1 TB,Android,v11,Realme
non-expensive,82.0,Yes,Yes,No,No,No,Yes,Helio,95,8.0,2.05,Unknown,8.0,128.0,High-End,5000.0,33,6.43,1080.0,2400.0,60.0,Punch Hole,64.0,1.0,13.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,1,2.0,2.4,Unknown,0.5,4.0,Budget,2000.0,0,2.4,320.0,240.0,60.0,No Notch,2.0,1.0,3.0,1.0,Yes,128 GB,KAI OS,v12,Jio
non-expensive,71.0,Yes,Yes,Yes,No,Yes,No,Other,Unknown,8.0,2.4,Unknown,6.0,128.0,Mid-Range,4410.0,0,6.14,1080.0,2400.0,60.0,Punch Hole,2.0,2.0,8.0,1.0,No,1 TB,Android,v12,Google
expensive,89.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen2,8.0,3.2,Flagship,8.0,128.0,High-End,4600.0,125,6.7,1080.0,2400.0,165.0,No Notch,50.0,3.0,60.0,1.0,Yes,1 TB,Android,v12,Motorola
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,4610.0,125,6.67,1080.0,2400.0,144.0,Punch Hole,200.0,3.0,60.0,1.0,Yes,1 TB,Android,v12,Motorola Edge
non-expensive,84.0,Yes,Yes,No,No,No,Yes,Helio,96,8.0,2.05,Unknown,8.0,128.0,High-End,5000.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,108.0,1.0,16.0,1.0,Yes,512 GB,Android,v11,Xiaomi
non-expensive,82.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Unknown,8.0,128.0,High-End,4500.0,33,6.43,1080.0,2400.0,90.0,Punch Hole,64.0,3.0,32.0,1.0,Yes,512 GB,Android,v12,OPPO
non-expensive,80.0,Yes,Yes,Yes,No,No,Yes,Snapdragon,870,8.0,3.2,Flagship,6.0,128.0,Mid-Range,4520.0,33,6.67,1080.0,2400.0,120.0,Punch Hole,48.0,3.0,20.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,70.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,4.0,64.0,Mid-Range,5000.0,0,6.51,1600.0,720.0,60.0,Punch Hole,13.0,3.0,16.0,1.0,Yes,256 GB,Android,v10,OPPO
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Bionic,15,6.0,3.22,Unknown,6.0,1024.0,Mid-Range,4352.0,0,6.7,1284.0,2778.0,120.0,Small Notch,12.0,3.0,12.0,1.0,No,1 TB,iOS,v15,Apple
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,70,8.0,2.1,Unknown,2.0,16.0,Budget,4000.0,0,6.2,720.0,1520.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,256 GB,Android,v8.1,Realme
non-expensive,76.0,Yes,Yes,No,No,No,No,Helio,80,8.0,2.4,Unknown,6.0,128.0,Mid-Range,6000.0,0,6.4,720.0,1600.0,90.0,Water Drop Notch,48.0,1.0,13.0,1.0,Yes,1 TB,Android,v11,Samsung
expensive,86.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,888,8.0,2.84,Flagship,8.0,128.0,High-End,4500.0,65,6.55,1080.0,2400.0,120.0,Punch Hole,108.0,1.0,16.0,1.0,No,1 TB,Android,v11,OnePlus
expensive,69.0,Yes,Yes,Yes,No,Yes,No,Other,Unknown,8.0,2.4,Unknown,6.0,128.0,Mid-Range,4410.0,0,6.1,1080.0,2400.0,90.0,Punch Hole,2.0,2.0,8.0,1.0,No,1 TB,Android,v12,Google
expensive,85.0,Yes,Yes,Yes,No,Yes,Yes,Snapdragon,8,8.0,3.2,Unknown,8.0,128.0,High-End,4700.0,120,6.78,1080.0,2400.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,iQOO
expensive,79.0,Yes,Yes,Yes,No,Yes,No,Bionic,17,8.0,2.4,Unknown,8.0,128.0,High-End,4700.0,0,6.73,1290.0,2796.0,120.0,No Notch,48.0,3.0,12.0,1.0,No,1 TB,iOS,v17,Apple
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Kirin,990,8.0,2.86,Unknown,8.0,256.0,High-End,4200.0,40,6.58,1200.0,2640.0,90.0,Dual Punch Hole,50.0,1.0,32.0,1.0,Yes,256 GB,Android,v10.0,Huawei
non-expensive,60.0,Yes,Yes,No,No,No,No,Other,610,8.0,1.8,Unknown,3.0,32.0,Budget,5000.0,0,6.52,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,256 GB,Android,v11,Micromax
non-expensive,80.0,Yes,No,No,No,No,No,Other,7731,4.0,1.3,Unknown,1.0,16.0,Budget,4000.0,0,6.1,720.0,1520.0,60.0,Water Drop Notch,5.0,2.0,5.0,1.0,Yes,1 TB,Android,v11,Tecno
non-expensive,80.0,Yes,Yes,No,No,No,No,Other,48,8.0,2.4,Unknown,6.0,128.0,Unknown,5000.0,0,6.58,1080.0,2400.0,90.0,Unknown,50.0,0.0,16.0,0.0,Yes,1 TB,Android,v12,iKall
non-expensive,65.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,32.0,Budget,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,1 TB,Android,v12,Samsung
expensive,80.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8 Gen1,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,45,6.8,1440.0,3080.0,120.0,Punch Hole,108.0,1.0,40.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,80.0,Yes,No,No,No,No,No,Other,1,8.0,2.4,Unknown,0.02,0.02,Budget,1000.0,0,1.8,280.0,240.0,60.0,No Notch,3.0,1.0,16.0,0.0,Yes,1 TB,Android,v12,Eunity
non-expensive,80.0,Yes,Yes,No,No,No,No,Unisoc,117,8.0,2.4,Unknown,0.06,0.12,Budget,1150.0,0,2.4,240.0,320.0,60.0,No Notch,50.0,0.0,16.0,0.0,Yes,32 GB,RTOS,v12,Nokia
non-expensive,67.0,Yes,Yes,No,No,No,No,Helio,35,8.0,2.3,Unknown,3.0,64.0,Budget,5000.0,33,6.56,720.0,1612.0,60.0,Water Drop Notch,13.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,OPPO
non-expensive,64.0,Yes,Yes,No,No,No,No,Helio,25,8.0,2.4,Unknown,3.0,64.0,Budget,5000.0,0,6.6,720.0,1612.0,60.0,Water Drop Notch,13.0,1.0,8.0,1.0,Yes,1 TB,Android,v12,Infinix
non-expensive,62.0,Yes,Yes,No,No,No,No,Unisoc,610,8.0,1.8,Unknown,3.0,32.0,Budget,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,13.0,3.0,5.0,1.0,Yes,256 GB,Android,v11,Realme
non-expensive,77.0,Yes,Yes,No,No,No,No,Helio,90,8.0,2.05,Unknown,6.0,64.0,Mid-Range,4300.0,30,6.5,1080.0,2400.0,90.0,Punch Hole,64.0,1.0,16.0,1.0,Yes,256 GB,Android,v10,Realme
non-expensive,79.0,Yes,Yes,No,No,No,No,Helio,96,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,33,6.7,2400.0,1080.0,60.0,Punch Hole,50.0,2.0,16.0,1.0,Yes,512 GB,Android,v12,Infinix
non-expensive,81.0,Yes,Yes,Yes,No,No,No,Snapdragon,778,8.0,2.4,High-End,6.0,128.0,Mid-Range,4700.0,66,6.44,1080.0,2404.0,90.0,Water Drop Notch,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,80.0,Yes,Yes,No,No,No,No,Helio,22,8.0,2.4,Unknown,2.0,16.0,Budget,4000.0,0,6.1,1560.0,720.0,60.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,256 GB,Android,v9.0,Realme
non-expensive,77.0,Yes,Yes,No,No,No,No,Helio,96,8.0,2.4,Unknown,6.0,128.0,Mid-Range,5000.0,33,6.6,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,256 GB,Android,v11,Realme Narzo
expensive,84.0,Yes,Yes,Yes,No,Yes,No,Snapdragon,8,8.0,3.2,Flagship,8.0,128.0,High-End,5000.0,100,6.7,1080.0,2412.0,120.0,Punch Hole,50.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,OnePlus
non-expensive,79.0,Yes,Yes,Yes,No,No,No,Dimensity,700,8.0,2.2,Unknown,8.0,128.0,High-End,6000.0,18,6.58,1080.0,2408.0,60.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
non-expensive,82.0,Yes,Yes,No,No,No,Yes,Snapdragon,860,8.0,2.96,Flagship,6.0,128.0,Mid-Range,5160.0,33,6.67,1080.0,2400.0,120.0,Punch Hole,48.0,1.0,20.0,1.0,Yes,1 TB,Android,v11,Poco
non-expensive,63.0,Yes,Yes,No,No,No,No,Other,Unknown,8.0,2.4,Unknown,6.0,64.0,Mid-Range,5000.0,0,6.5,720.0,1600.0,60.0,Water Drop Notch,48.0,3.0,8.0,1.0,Yes,1 TB,Android,v12,Samsung
non-expensive,82.0,Yes,Yes,Yes,No,No,Yes,Dimensity,8100,8.0,2.85,Unknown,6.0,128.0,Mid-Range,5080.0,67,6.6,1080.0,2460.0,144.0,Punch Hole,64.0,3.0,16.0,1.0,Yes,1 TB,Android,v12,Xiaomi
non-expensive,73.0,Yes,Yes,Yes,No,No,Yes,Dimensity,700,8.0,2.2,Unknown,4.0,128.0,Mid-Range,5000.0,18,6.58,1080.0,2400.0,90.0,Water Drop Notch,13.0,2.0,5.0,1.0,Yes,512 GB,Android,v12,Xiaomi
non-expensive,74.0,Yes,Yes,No,No,No,No,Snapdragon,680,8.0,2.4,Mid-Range,4.0,64.0,Mid-Range,5000.0,18,6.58,1080.0,2408.0,90.0,Water Drop Notch,50.0,2.0,8.0,1.0,Yes,1 TB,Android,v12,Vivo
expensive,80.0,Yes,Yes,Yes,No,No,No,Dimensity,1300,8.0,2.4,Unknown,8.0,128.0,High-End,5000.0,0,6.7,1080.0,2400.0,60.0,Punch Hole,48.0,3.0,16.0,1.0,No,1 TB,Android,v12,Samsung
expensive,80.0,No,Yes,No,No,No,No,Other,1024,4.0,2.37,Unknown,3.0,32.0,Budget,2230.0,0,4.7,750.0,1334.0,60.0,No Notch,13.0,1.0,7.0,1.0,Yes,1 TB,Android,v12,Apple
non-expensive,60.0,Yes,Yes,No,No,No,No,Helio,22,4.0,2.4,Unknown,2.0,64.0,Budget,5000.0,0,6.6,720.0,1600.0,60.0,Water Drop Notch,8.0,1.0,5.0,1.0,Yes,512 GB,Android,v11,Infinix
